Generation 1: Player: 1100000100011101001000000000110110010001111011001001111011101111011010110000110110001 Fitness: 24734 AvgFitness: 18803.63953488372
Generation 2: Player: 0001000110110000000100000110100011010001110111101011011000011001100100100010101000010 Fitness: 25229 AvgFitness: 19099.162790697676
Generation 3: Player: 1110110000100000001010000010010100100001110100011101100010000101010001100101000010010 Fitness: 24371 AvgFitness: 18934.93023255814
Generation 4: Player: 0001011101010000000100000011000110011001100011110110010101000010001010000101101010100 Fitness: 24300 AvgFitness: 18833.011627906977
Generation 5: Player: 0010001101010000000100000011000110011001100011110110010101000111011110100011110000111 Fitness: 25087 AvgFitness: 18676.174418604653
Generation 6: Player: 0010001101010000000100000011000110011001100011110110010101000011011010000101101010100 Fitness: 27774 AvgFitness: 18751.95348837209
Generation 7: Player: 0010000000100100001000110110101111001100101100001000000000000011011010000101101010100 Fitness: 27483 AvgFitness: 18472.837209302324
Generation 8: Player: 1100101101010000000100000011001110011001100011110110010101000011011010000101101010100 Fitness: 25734 AvgFitness: 18538.79069767442
Generation 9: Player: 1100101101010000000100000101001000110010100011011011001000111010010010100001111100000 Fitness: 26491 AvgFitness: 18741.581395348836
Generation 10: Player: 1100100000100100001110000001110111000000100011011011001000111001101010100001111100000 Fitness: 25701 AvgFitness: 18768.25581395349
Generation 11: Player: 0010001101010000000100000011000110011001100011110110110000000011011010000101101010100 Fitness: 26546 AvgFitness: 18889.39534883721
Generation 12: Player: 0010011101010000000100000010101100110000010111111110100000011101101010100001111100000 Fitness: 23344 AvgFitness: 18810.13953488372
Generation 13: Player: 0010011101010000000100000010101100110000010111111110100000011101101010100001111100000 Fitness: 21996 AvgFitness: 18663.511627906977
Generation 14: Player: 1011101001110000000100000010101100110000010111111110100000011101010110111100011110100 Fitness: 21691 AvgFitness: 18644.29069767442
Generation 15: Player: 1111111001100101000111000000010000101101110011110110000000011101101101101110100010011 Fitness: 22416 AvgFitness: 17992.81395348837
Generation 16: Player: 1111111001100101000111000000010000101101110011110110000000011101101101101110100010011 Fitness: 23717 AvgFitness: 17795.60465116279
Generation 17: Player: 1111110101100101000111000000010000101101110011110110000000011101101101101110100010011 Fitness: 20415 AvgFitness: 17243.68604651163
Generation 18: Player: 0111111001110100000100000010010111001101110101110100001000111001101100111110100010011 Fitness: 21596 AvgFitness: 16954.581395348836
Generation 19: Player: 1100100101100000000100000000101100111010100011001011001000000101101010100001111100000 Fitness: 20556 AvgFitness: 16986.8488372093
Generation 20: Player: 1111110000100100001110000001000000010000111001110110111101111011101010111100011110100 Fitness: 20104 AvgFitness: 17257.988372093023
Generation 21: Player: 1111110000100100001110000001000000010000111001110110111101111011101010101100011110100 Fitness: 20285 AvgFitness: 17149.197674418603
Generation 22: Player: 0010011101010000000100000010100011101100100011110111010101000100001010100001111100000 Fitness: 20527 AvgFitness: 17145.662790697676
Generation 23: Player: 0010011101010000000100000010100011101100100011110111010101000100001010100001111100000 Fitness: 20986 AvgFitness: 17251.779069767443
Generation 24: Player: 1100100000100000000100000010101100100000100011000011010100011101101010100001111100100 Fitness: 21173 AvgFitness: 17618.267441860466
Generation 25: Player: 1100100000111000000100000010101100110000010111101110100000011101101010000001111100000 Fitness: 22170 AvgFitness: 17237.837209302324
Generation 26: Player: 1100100000111000000100000010101100110000010111101110100000011101101010000001111100000 Fitness: 22376 AvgFitness: 18127.162790697676
Generation 27: Player: 0010011110111000000100000010010100100000111001001010100000011101101010101001111100000 Fitness: 20934 AvgFitness: 17984.232558139534
