Generation 1: Player: 0010001100101010000100101110101000110100000100000011110000110110101110010000101100001 Fitness: 23984 AvgFitness: 19453.79069767442
Generation 2: Player: 0010001100101010000100101110101000110100000100000011110000101001010110100100010011111 Fitness: 23881 AvgFitness: 19202.558139534885
Generation 3: Player: 1001011001010000001001000001000000111000001101010100001001010010110110000010000001110 Fitness: 22718 AvgFitness: 19231.81395348837
Generation 4: Player: 0010000010101110100101101100111001101000100001011010000001111110111100101010110101110 Fitness: 22475 AvgFitness: 19069.89534883721
Generation 5: Player: 0001011101111010000010000100011010001101110010010001000010000110111110100111001100000 Fitness: 23344 AvgFitness: 18939.24418604651
Generation 6: Player: 0011100011100011001000110000010001000001010000001011101110110110011001111101101010001 Fitness: 23130 AvgFitness: 18380.1511627907
Generation 7: Player: 1111000010101011001000110000010001000001010000001011101110110110011001111101101010001 Fitness: 22636 AvgFitness: 18387.43023255814
Generation 8: Player: 1010100110001111001000110000010001000001010000001011101110110110011001111101101010001 Fitness: 22135 AvgFitness: 17973.46511627907
Generation 9: Player: 0101000010100010101000011010011000101100010101111000101001100010110001000010011010011 Fitness: 22361 AvgFitness: 17932.95348837209
Generation 10: Player: 1000100010100010101000011010011000101100010101011010000010001001111010100111001100000 Fitness: 24222 AvgFitness: 17888.220930232557
Generation 11: Player: 1000100010100010101000011010010001001010100000110010010001100110111110100111001100000 Fitness: 21787 AvgFitness: 17575.220930232557
Generation 12: Player: 1000100010100010101000011010011000101100010100010010010001100110111110100111001100000 Fitness: 22532 AvgFitness: 17588.39534883721
Generation 13: Player: 0001000010100010101000011010011000101100010100010010010001100110111110100111001100000 Fitness: 22998 AvgFitness: 17804.732558139534
Generation 14: Player: 1101001001111001100000110100111100101100010101011010000010000110111110100111001100000 Fitness: 23153 AvgFitness: 17832.662790697676
Generation 15: Player: 0001001001111001100000110100111100101100000100000011000001100110111110100111001100000 Fitness: 24325 AvgFitness: 17524.232558139534
Generation 16: Player: 0001001001111001100000110100111100101100000100011010000010000110111110100111001100000 Fitness: 23258 AvgFitness: 17353.95348837209
Generation 17: Player: 0001001001111011100000111010011000101100010100010010010001101001111010100111001100000 Fitness: 22706 AvgFitness: 17161.3488372093
Generation 18: Player: 0001001001111011100000111010011000101100010100010010010001101001111010100111001100000 Fitness: 22483 AvgFitness: 17346.697674418603
Generation 19: Player: 0001001001111001100000110100110000101000000000110010000001100110010110100111001100000 Fitness: 23299 AvgFitness: 17076.767441860466
Generation 20: Player: 0001001001111001100000110100111100101100000100000011000001100110111110100111001100000 Fitness: 22282 AvgFitness: 16599.20930232558
Generation 21: Player: 0001001001111001100000110111111011011000010001011010010100000101111010100111001100000 Fitness: 19915 AvgFitness: 15780.313953488372
Generation 22: Player: 1100100101111000110001100110111011011010100000110010000111110001101011111110001011101 Fitness: 18631 AvgFitness: 15638.976744186046
Generation 23: Player: 0001001001111001100000110100111100101100000101011000010100000110111110100011001100000 Fitness: 19930 AvgFitness: 16069.255813953489
Generation 24: Player: 0001001001111001100000110110010110101100010000110010010001100101101000010111100110001 Fitness: 20215 AvgFitness: 15377.639534883721
Generation 25: Player: 0001001001111001100000110100110110101100010000110010010001100101101000010111100110001 Fitness: 19986 AvgFitness: 15688.883720930233
Generation 26: Player: 0001001001111001100000110100111100101100000000110010000111100111001111111110001011101 Fitness: 21067 AvgFitness: 15382.581395348838
